ID,rc,Meaning
Hungarian-37628-sichirgendwohindrangen-1,^(t|d) (a) (k|kː) (a) (r|r.ɡ) (o|u) (d|y) (i|ɯ) ?(k)?$,sich  irgendwohin drängen
Hungarian-37629-Feldfruchteeinbringen-1,^(t|d) (a) (k|kː) (a) (r|r.ɡ) (o|u) (d|y) (i|ɯ) ?(k)?$,Feldfrüchte einbringen
Hungarian-37630-hubsch-13,^(t|d) (a) (k|kː) (a) (r|r.ɡ|v.r|u) (o|u|a) (v|t͡ʃ) ?(ɛ r)?$,hübsch
Hungarian-37631-nett-5,^(t|d) (a) (k|kː) (a) (r|r.ɡ|v.r|u) (o|u|a) (v|t͡ʃ) ?(ɛ r)?$,nett
Hungarian-37632-geizig-11,^(t|d) (a) (k|kː) (a) (r|r.ɡ|v.r|u) (o|u|a) (v|t͡ʃ) ?(ɛ r)?$,geizig
Hungarian-37633-sparsam-3,^(t|d) (a) (k|kː) (a) (r|r.ɡ|v.r|u) (o|u|a) (v|t͡ʃ) ?(ɛ r)?$,sparsam
Hungarian-37634-sauber-2,^(t|d) (a) (k|kː) (a) (r|r.ɡ|v.r|u) (o|u|a) (v|t͡ʃ) ?(ɛ r)?$,sauber
Hungarian-37635-Rotz-3,ɲ# not old,Rotz
Hungarian-37636-Segregat-1,ɲ# not old,Segregat
Hungarian-37637-Rotzbengel-1,ɲ# not old,Rotzbengel
Hungarian-37638-Rotzbube-1,wrong year,Rotzbube
Hungarian-37639-Gebuhr-3,^(t|d) (a) (k.ʃ) (a) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Gebühr
Hungarian-37640-festgesetzteGelumme-1,^(t|d) (a) (k.ʃ) (a) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,festgesetzte Gelumme
Hungarian-37641-Taktik-1,wrong year,Taktik
Hungarian-37642-Kontakt-2,wrong year,Kontakt
Hungarian-37643-Takt-1,wrong year,Takt
Hungarian-37644-Zeitma-1,wrong year,Zeitmaß
Hungarian-37645-Beruhrung-1,wrong year,Berührung
Hungarian-37646-Gang-7,^(t|d) (a|ɯ|aː) (l|γ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Gang
Hungarian-37647-Truchse-2,^(t|d) (a|ɯ|aː) (l|γ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Truchseß
Hungarian-37648-Gericht-4,^(t|d) (a|ɯ|aː) (l|γ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Gericht
Hungarian-37649-Schussel-2,^(t|d) (a|ɯ|aː) (l|γ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Schüssel
Hungarian-37650-Geschirrschrank-1,^(t|d) (a|ɯ|aː) (l|γ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Geschirrschrank
Hungarian-37651-Topfermeister-1,^(t|d) (a|ɯ|aː) (l|γ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Töpfermeister
Hungarian-37652-Boden-6,wrong year,Boden
Hungarian-37653-boden-1,wrong year,boden
Hungarian-37654-Erdreich-1,wrong year,Erdreich
Hungarian-37655-gewinnen-6,^(t|d) (a) (l|l.t) (a|ɯ|aː) (l|γ) ?(ɛ r|a n|γ|ɯ)?$,gewinnen
Hungarian-37656-antreffen-2,^(t|d) (a) (l|l.t) (a|ɯ|aː) (l|γ) ?(ɛ r|a n|γ|ɯ)?$,antreffen
Hungarian-37657-sichbefinden-3,^(t|d) (a) (l|l.t) (a|ɯ|aː) (l|γ) ?(ɛ r|a n|γ|ɯ)?$,sich befinden
Hungarian-37658-findig-3,^(t|d) (a) (l|l.t) (a|ɯ|aː) (l|γ) ?(ɛ r|a n|γ|ɯ)?$,findig
Hungarian-37659-da-7,^(t|d) (a) (l|l.t) (a|ɯ|aː) (l|γ) ?(ɛ r|a n|γ|ɯ)?$,daß
Hungarian-37660-treffen-4,^(t|d) (a) (l|l.t) (a|ɯ|aː) (l|γ) ?(ɛ r|a n|γ|ɯ)?$,treffen
Hungarian-37661-passen-3,^(t|d) (a) (l|l.t) (a|ɯ|aː) (l|γ) ?(ɛ r|a n|γ|ɯ)?$,passen
Hungarian-37662-gelangen-6,^(t|d) (a) (l|l.t) (a|ɯ|aː) (l|γ) ?(ɛ r|a n|γ|ɯ)?$,gelangen
Hungarian-37663-erfinden-2,^(t|d) (a) (l|l.t) (a|ɯ|aː) (l|γ) ?(ɛ r|a n|γ|ɯ)?$,erfinden
Hungarian-37664-erachten-2,^(t|d) (a) (l|l.t) (a|ɯ|aː) (l|γ) ?(ɛ r|a n|γ|ɯ)?$,erachten
Hungarian-37665-finden-3,^(t|d) (a) (l|l.t) (a|ɯ|aː) (l|γ) ?(ɛ r|a n|γ|ɯ)?$,finden
Hungarian-37666-ersuchen-3,^(t|d) (a) (l|l.t) (a|ɯ|aː) (l|γ) ?(ɛ r|a n|γ|ɯ)?$,ersuchen
Hungarian-37667-stimmen-2,^(t|d) (a) (l|l.t) (a|ɯ|aː) (l|γ) ?(ɛ r|a n|γ|ɯ)?$,stimmen
Hungarian-37668-vorfinden-1,^(t|d) (a) (l|l.t) (a|ɯ|aː) (l|γ) ?(ɛ r|a n|γ|ɯ)?$,vorfinden
Hungarian-37669-begegnen-1,^(t|d) (a) (l|l.t) (a|ɯ|aː) (l|γ) ?(ɛ r|a n|γ|ɯ)?$,begegnen
Hungarian-37670-begegnen-2,^(t|d) (a) (l|l.t) (a|ɯ|aː) (l|γ) ?(ɛ r|a n|γ|ɯ)?$,begegnen
Hungarian-37671-dazukommen-1,^(t|d) (a) (l|l.t) (a|ɯ|aː) (l|γ) ?(ɛ r|a n|γ|ɯ)?$,dazukommen
Hungarian-37672-eskonntesichergeben-1,^(t|d) (a) (l|l.t) (a|ɯ|aː) (l|γ) ?(ɛ r|a n|γ|ɯ)?$,es könnte sich ergeben
Hungarian-37673-inderArteinesRatsels-1,^(t|d) (a) (l|l.t) (a|ɯ|aː) (l|γ) ?(ɛ r|a n|γ|ɯ)?$,in der Art eines Rätsels
Hungarian-37674-vielleicht-4,^(t|d) (a) (l|l.t) (a|ɯ|aː) (n.t) (a|ɯ|aː) (n|n.d) ?(ɛ r)?$,vielleicht
Hungarian-37675-moglicherweise-1,^(t|d) (a) (l|l.t) (a|ɯ|aː) (n.t) (a|ɯ|aː) (n|n.d) ?(ɛ r)?$,möglicherweise
Hungarian-37676-Ratsel-4,wrong year,Rätsel
Hungarian-37677-Geheimnis-3,wrong year,Geheimnis
Hungarian-37678-Fuboden-6,wrong year,Fußboden
Hungarian-37679-Boden-7,wrong year,Boden
Hungarian-37680-Grundlage-2,wrong year,Grundlage
Hungarian-37681-Fugestell-1,wrong year,Fußgestell
Hungarian-37682-Postament-1,wrong year,Postament
Hungarian-37683-Sohle-1,wrong year,Sohle
Hungarian-37684-Talar-2,wrong year,Talár
Hungarian-37685-Tasse-3,wrong year,Tasse
Hungarian-37686-Tablett-2,wrong year,Tablett
Hungarian-37687-becken-1,wrong year,becken
Hungarian-37688-antikeGewichtsundMunzeinheit-1,^(t|d) (a) (l|l.t) (ɛ|i|y) (n.t) (u|o|ɯ) (m|i) ?(ɛ r)?$,antike Gewichtsund Münzeinheit
Hungarian-37689-angeboreneBegabung-1,^(t|d) (a) (l|l.t) (ɛ|i|y) (n.t) (u|o|ɯ) (m|i) ?(ɛ r)?$,angeborene Begabung
Hungarian-37690-talentvollerMensch-1,^(t|d) (a) (l|l.t) (ɛ|i|y) (n.t) (u|o|ɯ) (m|i) ?(ɛ r)?$,talentvoller Mensch
Hungarian-37691-italienisch-2,i.aː not old,italienisch
Hungarian-37692-taliener-1,i.aː not old,taliener
Hungarian-37693-Maulesel-3,^(t|d) (a) (l|l.t) (i|ɯ|ї.γ|ɐ|ї) (t͡ʃ.k) (a) ?(ɛ r|a n|γ|ɯ)?$,Maulesel
Hungarian-37694-Schubkarren-1,^(t|d) (a) (l|l.t) (i|ɯ|ї.γ|ɐ|ї) (t͡ʃ.k) (a) ?(ɛ r|a n|γ|ɯ)?$,Schubkarren
Hungarian-37695-Karren-4,^(t|d) (a) (l|l.t) (i|ɯ|ї.γ|ɐ) (ɡ|n|γ) (a) ?(ɛ r|a n)?$,Karren
Hungarian-37696-zwei-2,^(t|d) (a) (l|l.t) (i|ɯ|ї.γ|ɐ) (ɡ|n|γ) (a) ?(ɛ r|a n)?$,zwei
Hungarian-37697-Schubkarren-2,^(t|d) (a) (l|l.t) (i|ɯ|ї.γ|ɐ) (ɡ|n|γ) (a) ?(ɛ r|a n)?$,Schubkarren
Hungarian-37698-seltenvierradrigesGefahrt-1,^(t|d) (a) (l|l.t) (i|ɯ|ї.γ|ɐ) (ɡ|n|γ) (a) ?(ɛ r|a n)?$,selten vierrädriges Gefährt
Hungarian-37699-Pflugkarren-1,^(t|d) (a) (l|l.t) (i|ɯ|ї.γ|ɐ) (ɡ|n|γ) (a) ?(ɛ r|a n)?$,Pflugkarren
Hungarian-37700-Talisman-3,wrong year,Talisman
Hungarian-37701-ArtPfannkuchen-1,wrong year,Art Pfannkuchen
Hungarian-37702-Taler-2,^(t|d) (a) (l|lː) (ɛ|eː) ?(r|v)? ?(ɛ r|a n|γ|ɯ)?$,Taler
Hungarian-37703-falsch-17,wrong year,falsch
Hungarian-37704-wertlos-18,wrong year,wertlos
Hungarian-37705-Talmigold-1,wrong year,Talmigold
Hungarian-37706-Talmud-1,d# not old,Talmud
Hungarian-37707-Gutschein-2,wrong year,Gutschein
Hungarian-37708-dernachdemGebenubrigbleibendeKartensto-1,wrong year,der nach dem Geben übrigbleibende Kartenstoß
Hungarian-37709-ErneuerungsscheinbeiWertpapieren-1,wrong year,Erneuerungsschein bei Wertpapieren
Hungarian-37710-zugrunderichten-9,l.p# not old,zugrunde richten
Hungarian-37711-vollig-6,l.p# not old,völlig
Hungarian-37712-ganz-10,l.p# not old,ganz
Hungarian-37713-Fusoldat-6,l.p# not old,Fußsoldat
Hungarian-37714-niedertreten-3,l.p# not old,niedertreten
Hungarian-37715-Metallplatte-2,l.p# not old,Metallplatte
Hungarian-37716-schreiten-3,l.p# not old,schreiten
Hungarian-37717-Fusohle-1,l.p# not old,Fußsohle
Hungarian-37718-Schuhsohle-1,l.p# not old,Schuhsohle
Hungarian-37719-Felge-1,l.p# not old,Felge
Hungarian-37720-Grundbalken-1,l.p# not old,Grundbalken
Hungarian-37721-Untersatz-1,l.p# not old,Untersatz
Hungarian-37722-Holzflo-1,l.p# not old,Holzfloß
Hungarian-37723-BasiseinerFlachengestalt-1,l.p# not old,Basis einer Flächengestalt
Hungarian-37724-Schwelle-1,l.p# not old,Schwelle
Hungarian-37725-breitfuig-1,l.p# not old,breitfüßig
Hungarian-37726-besohlen-1,l.p# not old,besohlen
Hungarian-37727-fubreit-1,l.p# not old,fußbreit
Hungarian-37728-Zauberer-6,^(t|d) (a|ɯ|aː) (l.t) (o|u|a) (v|t͡ʃ) ?(ɛ r|a n)?$,Zauberer
Hungarian-37729-Zauber-3,^(t|d) (a|ɯ|aː) (l.t) (o|u|a) (v|t͡ʃ) ?(ɛ r|a n)?$,Zauber
Hungarian-37730-fahrenderStudent-2,^(t|d) (a|ɯ|aː) (l.t) (o|u|a) (v|t͡ʃ) ?(ɛ r|a n)?$,fahrender Student
Hungarian-37731-Schamane-2,^(t|d) (a|ɯ|aː) (l.t) (o|u|a) (v|t͡ʃ) ?(ɛ r|a n)?$,Schamane
Hungarian-37732-Zauberpferd-1,^(t|d) (a|ɯ|aː) (l.t) (o|u|a) (v|t͡ʃ) ?(ɛ r|a n)?$,Zauberpferd
Hungarian-37733-stier-1,^(t|d) (a|ɯ|aː) (l.t) (o|u|a) (v|t͡ʃ) ?(ɛ r|a n)?$,stier
Hungarian-37734-Ro-1,^(t|d) (a|ɯ|aː) (l.t) (o|u|a) (v|t͡ʃ) ?(ɛ r|a n)?$,Roß
Hungarian-37735-derUnwetterhervorrufenkann-1,^(t|d) (a|ɯ|aː) (l.t) (o|u|a) (v|t͡ʃ) ?(ɛ r|a n)?$,der Unwetter hervorrufen kann
Hungarian-37736-Ausschlag-6,^(t|d) (a|ɯ|aː) (j) (o|u|a) (ɡ|k) ?(ɛ r|a n)?$,Ausschlag
Hungarian-37737-Wucherung-1,^(t|d) (a|ɯ|aː) (j) (o|u|a) (ɡ|k) ?(ɛ r|a n)?$,Wucherung
Hungarian-37738-Eitergeschwulst-1,^(t|d) (a|ɯ|aː) (j) (o|u|a) (ɡ|k) ?(ɛ r|a n)?$,Eitergeschwulst
Hungarian-37739-Ursprung-7,d# not old,Ursprung
Hungarian-37740-beistehen-3,d# not old,beistehen
Hungarian-37741-entstehen-14,d# not old,entstehen
Hungarian-37742-sichaufdenWegmachen-3,d# not old,sich auf den Weg machen
Hungarian-37743-jmdnanfahren-3,d# not old,jmdn anfahren
Hungarian-37744-Angriff-4,d# not old,Angriff
Hungarian-37745-angreifen-5,d# not old,angreifen
Hungarian-37746-beschutzen-3,d# not old,beschützen
Hungarian-37747-auferstehen-1,d# not old,auferstehen
Hungarian-37748-sichgegenjmdnwenden-1,d# not old,sich gegen jmdn wenden
Hungarian-37749-rebellieren-1,d# not old,rebellieren
Hungarian-37750-aufsteigenhauptsGestirn-1,d# not old,aufsteigen haupts Gestirn
Hungarian-37751-hochgehendieSee-1,d# not old,hochgehen die See
Hungarian-37752-Herkunft-1,d# not old,Herkunft
Hungarian-37753-Sonnenaufgang-1,d# not old,Sonnenaufgang
Hungarian-37754-Auferstehung-1,d# not old,Auferstehung
Hungarian-37755-fordern-8,^(t|d) (a|ɯ|aː) (m) (o|u|a) (ɡ|n) (a) ?(t)? ?(ɛ r)?$,fördern
Hungarian-37756-unterstutzen-3,^(t|d) (a|ɯ|aː) (m) (o|u|a) (ɡ|n) (a) ?(t)? ?(ɛ r)?$,unterstützen
Hungarian-37757-unterstutzen-4,^(t|d) (a|ɯ|aː) (m) (o|u|a) (ɡ|n) (a) ?(t)? ?(ɛ r)?$,unterstützen
Hungarian-37758-tstutzen-1,^(t|d) (a|ɯ|aː) (m) (o|u|a) (ɡ|n) (a) ?(t)? ?(ɛ r)?$,t stützen
Hungarian-37759-aufstellen-1,^(t|d) (a|ɯ|aː) (m) (o|u|a) (ɡ|n) (a) ?(t)? ?(ɛ r)?$,aufstellen
Hungarian-37760-jmdmbeistehen-1,^(t|d) (a|ɯ|aː) (m) (o|u|a) (ɡ|n) (a) ?(t)? ?(ɛ r)?$,jmdm beistehen
Hungarian-37761-bekraftigenmitGrunden-1,^(t|d) (a|ɯ|aː) (m) (o|u|a) (ɡ|n) (a) ?(t)? ?(ɛ r)?$,bekräftigen mit Gründen
Hungarian-37762-mitderHandunterstutzen-1,^(t|d) (a|ɯ|aː) (m) (o|u|a) (ɡ|n) (a) ?(t)? ?(ɛ r)?$,mit der Hand unterstützen
Hungarian-37763-sichanetwlehnen-1,^(t|d) (a|ɯ|aː) (m) (o|u|a) (ɡ|n) (a) ?(t)? ?(ɛ r)?$,sich an etw lehnen
Hungarian-37764-Tamariske-1,^(t|d) (a) (m) (a) (r|r.ɡ|v.r) (i|ɯ|ї.γ) (s.k) (u|o|ɯ) (s|s.v)$,Tamariske
Hungarian-37765-Zweifler-1,wrong year,Zweifler
Hungarian-37766-Tanbur-1,wrong year,Tanbur
Hungarian-37767-ArtZither-1,wrong year,Art Zither
Hungarian-37768-Gestell-5,wrong year,Gestell
Hungarian-37769-Rucklehne-1,wrong year,Rücklehne
Hungarian-37770-taumeln-12,wrong year,taumeln
Hungarian-37771-umhergehen-5,wrong year,umhergehen
Hungarian-37772-wankendgehen-1,wrong year,wankend gehen
Hungarian-37773-betaubtsein-1,wrong year,betäubt sein
Hungarian-37774-sichaufetwstutzen-1,wrong year,sich auf etw stützen
Hungarian-37775-flanieren-1,wrong year,flanieren
Hungarian-37776-unterrichten-2,^(t|d) (a) (n|ŋ) (a|ɯ|aː) (t͡ʃ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,unterrichten
Hungarian-37777-Rede-10,^(t|d) (a) (n|ŋ) (a|ɯ|aː) (t͡ʃ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Rede
Hungarian-37778-Beratung-5,^(t|d) (a) (n|ŋ) (a|ɯ|aː) (t͡ʃ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Beratung
Hungarian-37779-Ratschlag-2,^(t|d) (a) (n|ŋ) (a|ɯ|aː) (t͡ʃ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Ratschlag
Hungarian-37780-Dorf-3,^(t|d) (a) (n|ŋ) (a|ɯ|aː) (t͡ʃ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Dorf
Hungarian-37781-Weisheit-2,^(t|d) (a) (n|ŋ) (a|ɯ|aː) (t͡ʃ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Weisheit
Hungarian-37782-Kenntnis-4,^(t|d) (a) (n|ŋ) (a|ɯ|aː) (t͡ʃ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Kenntnis
Hungarian-37783-Entschlu-2,^(t|d) (a) (n|ŋ) (a|ɯ|aː) (t͡ʃ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Entschluß
Hungarian-37784-mahnen-2,^(t|d) (a) (n|ŋ) (a|ɯ|aː) (t͡ʃ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,mahnen
Hungarian-37785-Rat-2,^(t|d) (a) (n|ŋ) (a|ɯ|aː) (t͡ʃ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Rat
Hungarian-37786-Sowjet-2,^(t|d) (a) (n|ŋ) (a|ɯ|aː) (t͡ʃ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Sowjet
Hungarian-37787-Mahnung-1,^(t|d) (a) (n|ŋ) (a|ɯ|aː) (t͡ʃ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Mahnung
Hungarian-37788-Senat-1,^(t|d) (a) (n|ŋ) (a|ɯ|aː) (t͡ʃ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Senat
Hungarian-37789-MitgliedeinesRats-1,^(t|d) (a) (n|ŋ) (a|ɯ|aː) (t͡ʃ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Mitglied eines Rats
Hungarian-37790-MitgliedeinesRats-2,^(t|d) (a) (n|ŋ) (a|ɯ|aː) (t͡ʃ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Mitglied eines Rats
Hungarian-37791-Stadtrat-1,^(t|d) (a) (n|ŋ) (a|ɯ|aː) (t͡ʃ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Stadtrat
Hungarian-37792-ratsam-1,^(t|d) (a) (n|ŋ) (a|ɯ|aː) (t͡ʃ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,ratsam
Hungarian-37793-einenRatschlaggeben-1,^(t|d) (a) (n|ŋ) (a|ɯ|aː) (t͡ʃ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,einen Ratschlag geben
Hungarian-37794-beratenintrans-1,^(t|d) (a) (n|ŋ) (a|ɯ|aː) (t͡ʃ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,beraten intrans
Hungarian-37795-grubeln-7,^(t|d) (a) (n|ŋ) (a) (k|kː) (o|u) (d|y) (i|ɯ) ?(k)?$,grübeln
Hungarian-37796-beraten-1,^(t|d) (a) (n|ŋ) (a) (k|kː) (o|u) (d|y) (i|ɯ) ?(k)?$,beraten
Hungarian-37797-sichberatschlagen-1,^(t|d) (a) (n|ŋ) (a) (k|kː) (o|u) (d|y) (i|ɯ) ?(k)?$,sich beratschlagen
Hungarian-37798-abwagendsinnen-1,^(t|d) (a) (n|ŋ) (a) (k|kː) (o|u) (d|y) (i|ɯ) ?(k)?$,abwägend sinnen
Hungarian-37799-argwohnen-1,^(t|d) (a) (n|ŋ) (a) (k|kː) (o|u) (d|y) (i|ɯ) ?(k)?$,argwöhnen
Hungarian-37800-Kampf-11,n.t͡s# not old,Kampf
Hungarian-37801-Tanzlied-2,n.t͡s# not old,Tanzlied
Hungarian-37802-Tanz-2,n.t͡s# not old,Tanz
Hungarian-37803-Bewegung-3,n.t͡s# not old,Bewegung
Hungarian-37804-melodie-1,n.t͡s# not old,melodie
Hungarian-37805-Tanzunterhaltung-1,n.t͡s# not old,Tanzunterhaltung
Hungarian-37806-Gezappel-1,n.t͡s# not old,Gezappel
Hungarian-37807-prugeln-37,^(t|d) (a|ɯ|aː) (ŋ) (a|ɯ|aː) (l|γ) ?(ɛ r|a n)?$,prügeln
Hungarian-37808-beruhren-6,^(t|d) (a|ɯ|aː) (ŋ) (a|ɯ|aː) (l|γ) ?(ɛ r|a n)?$,berühren
Hungarian-37809-ArtGesellschaftstanz-1,wrong year,Art Gesellschaftstanz
Hungarian-37810-Lehrer-7,^(t|d) (a) (n|ŋ) (iː) ?(t|ɯ)? ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Lehrer
Hungarian-37811-lehren-1,^(t|d) (a) (n|ŋ) (iː) ?(t|ɯ)? ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,lehren
Hungarian-37812-gepanzerterKampfwagen-1,wrong year,gepanzerter Kampfwagen
Hungarian-37813-ArtFlussigkeitsbehalter-1,wrong year,Art Flüssigkeitsbehälter
Hungarian-37814-tanken-1,wrong year,tanken
Hungarian-37815-Wiese-12,oː not old,Wiese
Hungarian-37816-Hag-4,oː not old,Hag
Hungarian-37817-Hohlweg-3,oː not old,Hohlweg
Hungarian-37818-Durchgang-4,oː not old,Durchgang
Hungarian-37819-Gachen-2,oː not old,Gäßchen
Hungarian-37820-Schanze-3,oː not old,Schanze
Hungarian-37821-AckerfeldhinterdenGarten-1,oː not old,Ackerfeld hinter den Gärten
Hungarian-37822-umzaunteWeide-1,oː not old,umzäunte Weide
Hungarian-37823-umzaunterTeilimWald-1,oː not old,umzäunter Teil im Wald
Hungarian-37824-Buschwerk-1,oː not old,Buschwerk
Hungarian-37825-ZaunderWirtschaftshofe-1,oː not old,Zaun der Wirtschaftshöfe
Hungarian-37826-TorimHag-1,oː not old,Tor im Hag
Hungarian-37827-TorimHag-2,oː not old,Tor im Hag
Hungarian-37828-einstufigeTreppezumUbersteigenvonniedrigenZaunen-1,oː not old,einstufige Treppe zum Übersteigen von niedrigen Zäunen
Hungarian-37829-miteinemTorversperrterWegzumAckerfeld-1,oː not old,mit einem Tor versperrter Weg zum Ackerfeld
Hungarian-37830-feinesGras-1,oː not old,feines Gras
Hungarian-37831-Tante-2,wrong year,Tante
Hungarian-37832-taumeligmachen-1,^(t|d) (a|ɯ|aː) (n.t) (o|u|a) (r.ɡ) (a) ?(t|ɯ)? ?(ɛ r)?$,taumelig machen
Hungarian-37833-versuchentaumeligzumachen-1,^(t|d) (a|ɯ|aː) (n.t) (o|u|a) (r.ɡ) (a) ?(t|ɯ)? ?(ɛ r)?$,versuchen taumelig zu machen
Hungarian-37834-Anstonehmen-2,^(t|d) (a|ɯ|aː) (n.t) (o|u|a) (r|r.ɡ) (u|o) (l|γ)$,Anstoß nehmen
Hungarian-37835-RechenpfennighauptsfurMunzfernspreche-1,wrong year,Rechenpfennig haupts für Münzfernspreche
Hungarian-37836-Spielmarke-1,wrong year,Spielmarke
Hungarian-37837-Zeugnis-2,uː# not old,Zeugnis
Hungarian-37838-Beweis-3,uː# not old,Beweis
Hungarian-37839-Zeugenschaft-1,uː# not old,Zeugenschaft
Hungarian-37840-Zeugeauchabstr-1,uː# not old,Zeuge auch abstr
Hungarian-37841-alsZeugeaussagen-1,uː# not old,als Zeuge aussagen
Hungarian-37842-Wirbel-6,^(t|d) (a) (ɲ) (a) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Wirbel
Hungarian-37843-Behausung-3,^(t|d) (a) (ɲ) (a) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Behausung
Hungarian-37844-Gesellschaft-6,^(t|d) (a) (ɲ) (a) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Gesellschaft
Hungarian-37845-Pfutze-8,^(t|d) (a) (ɲ) (a) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Pfütze
Hungarian-37846-Teich-3,^(t|d) (a) (ɲ) (a) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Teich
Hungarian-37847-Kelterhaus-2,^(t|d) (a) (ɲ) (a) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Kelterhaus
Hungarian-37848-Einodhof-2,^(t|d) (a) (ɲ) (a) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Einödhof
Hungarian-37849-Fischfang-1,^(t|d) (a) (ɲ) (a) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Fischfang
Hungarian-37850-OrtzumFischen-1,^(t|d) (a) (ɲ) (a) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Ort zum Fischen
Hungarian-37851-tiefeStelleimWasser-1,^(t|d) (a) (ɲ) (a) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,tiefe Stelle im Wasser
Hungarian-37852-Stattevonetw-1,^(t|d) (a) (ɲ) (a) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Stätte von etw
Hungarian-37853-Aufenthaltauchabstr-1,^(t|d) (a) (ɲ) (a) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Aufenthalt auch abstr
Hungarian-37854-Gehoft-1,^(t|d) (a) (ɲ) (a) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Gehöft
