ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Orthography,CV_Segments,ProsodicStructure,FB_Segments,FB_Vowel_Harmony,Year
WOT-383_bristlesalsoshortsheavesusedtostrengthenathatchedroof-1,,WOT,383_bristlesalsoshortsheavesusedtostrengthenathatchedroof,širt,širt,ʃ i r t,,wot,384,true,^ širt $,default,,ʃ i r.t,CVCC,ʃ F r t,True,1395
H-384_evenflatopenwater-1,,H,384_evenflatopenwater,šīk,šīk,ʃ iː k,,wot,385,true,^ šīk $,default,sík,ʃ iː k,CVC,ʃ F k,True,1533
EAH-384_evenflatopenwater-1,,EAH,384_evenflatopenwater,šik,šik,ʃ i k,,wot,385,true,^ šik $,default,,ʃ i k,CVC,ʃ F k,True,1533
WOT-384_evenflatopenwater-1,,WOT,384_evenflatopenwater,šïk,šïk,ʃ ɯ k,,wot,385,false,^ šïk $,default,,ʃ ɯ k,CVC,ʃ B k,True,1533
H-385_smoothsimit-1,,H,385_smoothsimit,šimå,šimå,ʃ i m ɒ,,wot,386,true,^ šimå $,default,sima,ʃ i m ɒ,CVCV,ʃ F m B,False,1138
EAH-385_smoothsimit-1,,EAH,385_smoothsimit,šima,šima,ʃ i m a,,wot,386,true,^ šima $,default,,ʃ i m a,CVCV,ʃ F m a,True,1138
WOT-385_smoothsimit-1,,WOT,385_smoothsimit,šïma,šïma,ʃ ɯ m a,,wot,386,true,^ šïma $,default,,ʃ ɯ m a,CVCV,ʃ B m a,True,1138
H-386_runningwaterrunningchannelunderamill-1,,H,386_runningwaterrunningchannelunderamill,šiō,šiō,ʃ i oː,,wot,387,true,^ šiō $,default,sió,ʃ i.oː,CVV,ʃ F B,False,1614
EAH-386_runningwaterrunningchannelunderamill-1,,EAH,386_runningwaterrunningchannelunderamill,šiu,šiu,ʃ i u,,wot,387,true,^ šiu $,default,,ʃ i.u,CVV,ʃ F B,False,1614
WOT-386_runningwaterrunningchannelunderamill-1,,WOT,386_runningwaterrunningchannelunderamill,šiu,šiu,ʃ i u,,wot,387,false,^ šiu $,default,,ʃ i.u,CVV,ʃ F B,False,1614
H-387_springwellbrook-1,,H,387_springwellbrook,šēd,šēd,ʃ eː d,,wot,388,true,^ šēd $,default,séd,ʃ eː d,CVC,ʃ F d,True,1086
OH-387_springwellbrook-1,,OH,387_springwellbrook,šīd,šīd,ʃ iː d,,wot,388,true,^ šīd $,default,,ʃ iː d,CVC,ʃ F d,True,1086
EAH-387_springwellbrook-1,,EAH,387_springwellbrook,šiu,šiu,ʃ i u,,wot,388,true,^ šiu $,default,,ʃ i.u,CVV,ʃ F B,False,1086
WOT-387_springwellbrook-1,,WOT,387_springwellbrook,šiw,šiw,ʃ i v,,wot,388,false,^ šiw $,default,,ʃ i v,CVC,ʃ F v,True,1086
H-388_muchmany-1,,H,388_muchmany,šok,šok,ʃ o k,,wot,389,true,^ šok $,default,sok,ʃ o k,CVC,ʃ B k,True,1138
WOT-388_muchmany-1,,WOT,388_muchmany,čok,čok,t͡ʃ o k,,wot,389,false,^ čok $,default,,t͡ʃ o k,CVC,t͡ʃ B k,True,1138
H-390_falcon-1,,H,390_falcon,šōlʹom,šōlʹom,ʃ oː j o m,,wot,390,true,^ šōlʹom $,default,sólyom,ʃ oː j o m,CVCVC,ʃ B j B m,True,1082
OH-390_falcon-1,,OH,390_falcon,šolʹom,šolʹom,ʃ o j o m,,wot,390,true,^ šolʹom $,default,,ʃ o j o m,CVCVC,ʃ B j B m,True,1082
LAH-390_falcon-1,,LAH,390_falcon,čawlim,čawlim,t͡ʃ a v l i m,,wot,390,true,^ čawlim $,default,,t͡ʃ a v.l i m,CVCCVC,t͡ʃ a v l F m,True,1082
EAH-390_falcon-1,,EAH,390_falcon,čavli,čavli,t͡ʃ a v l i,,wot,390,true,^ čavli $,default,,t͡ʃ a v.l i,CVCCV,t͡ʃ a v l F,True,1082
WOT-390_falcon-1,,WOT,390_falcon,čavlï,čavlï,t͡ʃ a v l ɯ,,wot,390,false,^ čavlï $,default,,t͡ʃ a v.l ɯ,CVCCV,t͡ʃ a v l B,True,1082
H-390_falcon-2,,H,390_falcon,šōlʹom,šōlʹom,ʃ oː j o m,,wot,391,true,^ šōlʹom $,default,sólyom,ʃ oː j o m,CVCVC,ʃ B j B m,True,1082
OH-390_falcon-2,,OH,390_falcon,šolʹom,šolʹom,ʃ o j o m,,wot,391,true,^ šolʹom $,default,,ʃ o j o m,CVCVC,ʃ B j B m,True,1082
LAH-390_falcon-2,,LAH,390_falcon,čawlim,čawlim,t͡ʃ a v l i m,,wot,391,true,^ čawlim $,default,,t͡ʃ a v.l i m,CVCCVC,t͡ʃ a v l F m,True,1082
EAH-390_falcon-2,,EAH,390_falcon,čavli,čavli,t͡ʃ a v l i,,wot,391,true,^ čavli $,default,,t͡ʃ a v.l i,CVCCV,t͡ʃ a v l F,True,1082
WOT-390_falcon-2,,WOT,390_falcon,čavlïm,čavlïm,t͡ʃ a v l ɯ m,,wot,391,false,^ čavlïm $,default,,t͡ʃ a v.l ɯ m,CVCCVC,t͡ʃ a v l B m,True,1082
H-392_dogwoodtreecornelcornus-1,,H,392_dogwoodtreecornelcornus,šom,šom,ʃ o m,,wot,392,true,^ šom $,default,som,ʃ o m,CVC,ʃ B m,True,1291
OH-392_dogwoodtreecornelcornus-1,,OH,392_dogwoodtreecornelcornus,šum,šum,ʃ u m,,wot,392,true,^ šum $,default,,ʃ u m,CVC,ʃ B m,True,1291
EAH-392_dogwoodtreecornelcornus-1,,EAH,392_dogwoodtreecornelcornus,čum,čum,t͡ʃ u m,,wot,392,true,^ čum $,default,,t͡ʃ u m,CVC,t͡ʃ B m,True,1291
WOT-392_dogwoodtreecornelcornus-1,,WOT,392_dogwoodtreecornelcornus,čum,čum,t͡ʃ u m,,wot,392,true,^ čum $,default,,t͡ʃ u m,CVC,t͡ʃ B m,True,1291
H-392_dogwoodtreecornelcornus-2,,H,392_dogwoodtreecornelcornus,šomlʹō,šomlʹō,ʃ o m j oː,,wot,393,true,^ šomlʹō $,default,somlyó,ʃ o m.j oː,CVCCV,ʃ B m j B,True,1015
OH-392_dogwoodtreecornelcornus-2,,OH,392_dogwoodtreecornelcornus,šomlyō,šomlyō,ʃ o m j oː,,wot,393,true,^ šomlyō $,default,,ʃ o m.j oː,CVCCV,ʃ B m j B,True,1015
EAH-392_dogwoodtreecornelcornus-2,,EAH,392_dogwoodtreecornelcornus,šumluγ,šumluγ,ʃ u m l u ɣ,,wot,393,true,^ šumluγ $,default,,ʃ u m.l u ɣ,CVCCVC,ʃ B m l B ɣ,True,1015
WOT-392_dogwoodtreecornelcornus-2,,WOT,392_dogwoodtreecornelcornus,čumluγ,čumluγ,t͡ʃ u m l u ɣ,,wot,393,true,^ čumluγ $,default,,t͡ʃ u m.l u ɣ,CVCCVC,t͡ʃ B m l B ɣ,True,1015
H-393_beer-1,,H,393_beer,šör,šör,ʃ ø r,,wot,394,true,^ šör $,default,sör,ʃ ø r,CVC,ʃ F r,True,1392
OH-393_beer-1,,OH,393_beer,šer,šer,ʃ ɛ r,,wot,394,true,^ šer $,default,,ʃ ɛ r,CVC,ʃ F r,True,1392
EAH-393_beer-1,,EAH,393_beer,šere,šere,ʃ ɛ r ɛ,,wot,394,true,^ šere $,default,,ʃ ɛ r ɛ,CVCV,ʃ F r F,True,1392
WOT-393_beer-1,,WOT,393_beer,šire,šire,ʃ i r ɛ,,wot,394,false,^ šire $,default,,ʃ i r ɛ,CVCV,ʃ F r F,True,1392
H-394_sterletsturgeonacipenserstellatusruthenus-1,,H,394_sterletsturgeonacipenserstellatusruthenus,šȫreg,šȫreg,ʃ øː r ɛ ɡ,,wot,395,true,^ šȫreg $,default,sőreg,ʃ øː r ɛ ɡ,CVCVC,ʃ F r F ɡ,True,1219
EAH-394_sterletsturgeonacipenserstellatusruthenus-1,,EAH,394_sterletsturgeonacipenserstellatusruthenus,ševrege,ševrege,ʃ ɛ v r ɛ ɡ ɛ,,wot,395,true,^ ševrege $,default,,ʃ ɛ v.r ɛ ɡ ɛ,CVCCVCV,ʃ F v r F ɡ F,True,1219
WOT-394_sterletsturgeonacipenserstellatusruthenus-1,,WOT,394_sterletsturgeonacipenserstellatusruthenus,šivrigey,šivrigey,ʃ i v r i ɡ ɛ j,,wot,395,false,^ šivrigey $,default,,ʃ i v.r i ɡ ɛ j,CVCCVCVC,ʃ F v r F ɡ F j,True,1219
H-395_pikeperchzanderstizostedionlucioperca-1,,H,395_pikeperchzanderstizostedionlucioperca,šüllȫ,šüllȫ,ʃ y lː øː,,wot,396,true,^ šüllȫ $,default,süllő,ʃ y lː øː,CVCV,ʃ F lː F,True,1138
OH-395_pikeperchzanderstizostedionlucioperca-1,,OH,395_pikeperchzanderstizostedionlucioperca,šilleü,šilleü,ʃ i lː ɛ y,,wot,396,true,^ šilleü $,default,,ʃ i lː ɛ.y,CVCVV,ʃ F lː F F,True,1138
EAH-395_pikeperchzanderstizostedionlucioperca-1,,EAH,395_pikeperchzanderstizostedionlucioperca,šilleγ,šilleγ,ʃ i lː ɛ ɣ,,wot,396,true,^ šilleγ $,default,,ʃ i lː ɛ ɣ,CVCVC,ʃ F lː F ɣ,True,1138
WOT-395_pikeperchzanderstizostedionlucioperca-1,,WOT,395_pikeperchzanderstizostedionlucioperca,šilliγ,šilliγ,ʃ i lː i ɣ,,wot,396,true,^ šilliγ $,default,,ʃ i lː i ɣ,CVCVC,ʃ F lː F ɣ,True,1138
H-396_scurvy-1,,H,396_scurvy,šüy,šüy,ʃ y j,,wot,397,true,^ šüy $,default,süly,ʃ y j,CVC,ʃ F j,True,1259
OH-396_scurvy-1,,OH,396_scurvy,šǖlʹ,šǖlʹ,ʃ yː j,,wot,397,true,^ šǖlʹ $,default,,ʃ yː j,CVC,ʃ F j,True,1259
EAH-396_scurvy-1,,EAH,396_scurvy,šiγül,šiγül,ʃ i ɣ y l,,wot,397,true,^ šiγül $,default,,ʃ i ɣ y l,CVCVC,ʃ F ɣ F l,True,1259
WOT-396_scurvy-1,,WOT,396_scurvy,šiγül,šiγül,ʃ i ɣ y l,,wot,397,false,^ šiγül $,default,,ʃ i ɣ y l,CVCVC,ʃ F ɣ F l,True,1259
H-397_densethickofwoodsorsoup-1,,H,397_densethickofwoodsorsoup,šǖrǖ,šǖrǖ,ʃ yː r yː,,wot,398,true,^ šǖrǖ $,default,sűrű,ʃ yː r yː,CVCV,ʃ F r F,True,1347
OH-397_densethickofwoodsorsoup-1,,OH,397_densethickofwoodsorsoup,šireü̯,šireü̯,ʃ i r ɛ w,,wot,398,true,^ šireü̯ $,default,,ʃ i r ɛ w,CVCVC,ʃ F r F w,True,1347
EAH-397_densethickofwoodsorsoup-1,,EAH,397_densethickofwoodsorsoup,čireγ,čireγ,t͡ʃ i r ɛ ɣ,,wot,398,true,^ čireγ $,default,,t͡ʃ i r ɛ ɣ,CVCVC,t͡ʃ F r F ɣ,True,1347
WOT-397_densethickofwoodsorsoup-1,,WOT,397_densethickofwoodsorsoup,čiräγ,čiräγ,t͡ʃ i r ɛ ɣ,,wot,398,true,^ čiräγ $,default,,t͡ʃ i r ɛ ɣ,CVCVC,t͡ʃ F r F ɣ,True,1347
H-399_brotherinlaw-1,,H,399_brotherinlaw,šǖ,šǖ,ʃ yː,,wot,399,true,^ šǖ $,default,sű,ʃ yː,CV,ʃ F,True,1138
OH-399_brotherinlaw-1,,OH,399_brotherinlaw,šiv,šiv,ʃ i v,,wot,399,true,^ šiv $,default,,ʃ i v,CVC,ʃ F v,True,1138
EAH-399_brotherinlaw-1,,EAH,399_brotherinlaw,siγ,siγ,s i ɣ,,wot,399,true,^ siγ $,default,,s i ɣ,CVC,s F ɣ,True,1138
WOT-399_brotherinlaw-1,,WOT,399_brotherinlaw,siγ,siγ,s i ɣ,,wot,399,false,^ siγ $,default,,s i ɣ,CVC,s F ɣ,True,1138
H-399_brotherinlaw-2,,H,399_brotherinlaw,šüv,šüv,ʃ y v,,wot,400,true,^ šüv $,default,süv,ʃ y v,CVC,ʃ F v,True,1138
OH-399_brotherinlaw-2,,OH,399_brotherinlaw,šiv,šiv,ʃ i v,,wot,400,true,^ šiv $,default,,ʃ i v,CVC,ʃ F v,True,1138
EAH-399_brotherinlaw-2,,EAH,399_brotherinlaw,siγ,siγ,s i ɣ,,wot,400,true,^ siγ $,default,,s i ɣ,CVC,s F ɣ,True,1138
WOT-399_brotherinlaw-2,,WOT,399_brotherinlaw,siγ,siγ,s i ɣ,,wot,400,false,^ siγ $,default,,s i ɣ,CVC,s F ɣ,True,1138
H-400_mirage-1,,H,400_mirage,sāgom,sāgom,s aː ɡ o m,,wot,401,true,^ sāgom $,default,szágom,s aː ɡ o m,CVCVC,s aː ɡ B m,True,1993
EAH-400_mirage-1,,EAH,400_mirage,sagum,sagum,s a ɡ u m,,wot,401,true,^ sagum $,default,,s a ɡ u m,CVCVC,s a ɡ B m,True,1993
WOT-400_mirage-1,,WOT,400_mirage,sagïm,sagïm,s a ɡ ɯ m,,wot,401,false,^ sagïm $,default,,s a ɡ ɯ m,CVCVC,s a ɡ B m,True,1993
H-401_uvulatherecurvedpointofafishinghookoralanceredwattleonachicken-1,,H,401_uvulatherecurvedpointofafishinghookoralanceredwattleonachicken,såkå,såkå,s ɒ k ɒ,,wot,402,true,^ såkå $,default,szaka,s ɒ k ɒ,CVCV,s B k B,True,1522
EAH-401_uvulatherecurvedpointofafishinghookoralanceredwattleonachicken-1,,EAH,401_uvulatherecurvedpointofafishinghookoralanceredwattleonachicken,sakaγ,sakaγ,s a k a ɣ,,wot,402,true,^ sakaγ $,default,,s a k a ɣ,CVCVC,s a k a ɣ,True,1522
WOT-401_uvulatherecurvedpointofafishinghookoralanceredwattleonachicken-1,,WOT,401_uvulatherecurvedpointofafishinghookoralanceredwattleonachicken,sakaγ,sakaγ,s a k a ɣ,,wot,402,true,^ sakaγ $,default,,s a k a ɣ,CVCVC,s a k a ɣ,True,1522
H-402_beard-1,,H,402_beard,såkāll,såkāll,s ɒ k aː lː,,wot,403,true,^ såkāll $,default,szakáll,s ɒ k aː lː,CVCVC,s B k aː lː,True,1086
EAH-402_beard-1,,EAH,402_beard,sakal,sakal,s a k a l,,wot,403,true,^ sakal $,default,,s a k a l,CVCVC,s a k a l,True,1086
WOT-402_beard-1,,WOT,402_beard,sakal,sakal,s a k a l,,wot,403,true,^ sakal $,default,,s a k a l,CVCVC,s a k a l,True,1086
H-403_raft-1,,H,403_raft,sāl,sāl,s aː l,,wot,404,true,^ sāl $,default,szál,s aː l,CVC,s aː l,True,1211
EAH-403_raft-1,,EAH,403_raft,sal,sal,s a l,,wot,404,true,^ sal $,default,,s a l,CVC,s a l,True,1211
WOT-403_raft-1,,WOT,403_raft,sāl,sāl,s aː l,,wot,404,true,^ sāl $,default,,s aː l,CVC,s aː l,True,1211
H-404_number-1,,H,404_number,sām,sām,s aː m,,wot,405,true,^ sām $,default,szám,s aː m,CVC,s aː m,True,1086
EAH-404_number-1,,EAH,404_number,sam,sam,s a m,,wot,405,true,^ sam $,default,,s a m,CVC,s a m,True,1086
WOT-404_number-1,,WOT,404_number,sām,sām,s aː m,,wot,405,true,^ sām $,default,,s aː m,CVC,s aː m,True,1086
H-405_tohavepityfortoregret-1,,H,405_tohavepityfortoregret,sān,sān,s aː n,,wot,406,true,^ sān $,default,szán,s aː n,CVC,s aː n,True,1372
OH-405_tohavepityfortoregret-1,,OH,405_tohavepityfortoregret,sān,sān,s aː n,,wot,406,true,^ sān $,default,,s aː n,CVC,s aː n,True,1372
EAH-405_tohavepityfortoregret-1,,EAH,405_tohavepityfortoregret,saγin,saγin,s a ɣ i n,,wot,406,true,^ saγin $,default,,s a ɣ i n,CVCVC,s a ɣ F n,True,1372
WOT-405_tohavepityfortoregret-1,,WOT,405_tohavepityfortoregret,saγïn,saγïn,s a ɣ ɯ n,,wot,406,false,^ saγïn $,default,,s a ɣ ɯ n,CVCVC,s a ɣ B n,True,1372
H-406_towishtointendsomethingforsomebodysomethingtodevote-1,,H,406_towishtointendsomethingforsomebodysomethingtodevote,sān,sān,s aː n,,wot,407,true,^ sān $,default,szán,s aː n,CVC,s aː n,True,1380
WOT-406_towishtointendsomethingforsomebodysomethingtodevote-1,,WOT,406_towishtointendsomethingforsomebodysomethingtodevote,sān,sān,s aː n,,wot,407,true,^ sān $,default,,s aː n,CVC,s aː n,True,1380
H-407_trousseaubox-1,,H,407_trousseaubox,sāndok,sāndok,s aː n d o k,,wot,408,true,^ sāndok $,default,szándok,s aː n.d o k,CVCCVC,s aː n d B k,True,1993
WOT-407_trousseaubox-1,,WOT,407_trousseaubox,sanduk,sanduk,s a n d u k,,wot,408,false,^ sanduk $,default,,s a n.d u k,CVCCVC,s a n d B k,True,1993
H-408_bucketwoodenpailwithahandle-1,,H,408_bucketwoodenpailwithahandle,såpu,såpu,s ɒ p u,,wot,409,true,^ såpu $,default,szapu,s ɒ p u,CVCV,s B p B,True,1395
OH-408_bucketwoodenpailwithahandle-1,,OH,408_bucketwoodenpailwithahandle,sapū,sapū,s a p uː,,wot,409,true,^ sapū $,default,,s a p uː,CVCV,s a p B,True,1395
LAH-408_bucketwoodenpailwithahandle-1,,LAH,408_bucketwoodenpailwithahandle,sapau̯,sapau̯,s a p a w,,wot,409,true,^ sapau̯ $,default,,s a p a w,CVCVC,s a p a w,True,1395
EAH-408_bucketwoodenpailwithahandle-1,,EAH,408_bucketwoodenpailwithahandle,sapaγ,sapaγ,s a p a ɣ,,wot,409,true,^ sapaγ $,default,,s a p a ɣ,CVCVC,s a p a ɣ,True,1395
WOT-408_bucketwoodenpailwithahandle-1,,WOT,408_bucketwoodenpailwithahandle,sapaγ,sapaγ,s a p a ɣ,,wot,409,true,^ sapaγ $,default,,s a p a ɣ,CVCVC,s a p a ɣ,True,1395
H-409_lightcolouredyellowishpalepartlybald-1,,H,409_lightcolouredyellowishpalepartlybald,sār,sār,s aː r,,wot,410,true,^ sār $,default,szár,s aː r,CVC,s aː r,True,1002
EAH-409_lightcolouredyellowishpalepartlybald-1,,EAH,409_lightcolouredyellowishpalepartlybald,sar,sar,s a r,,wot,410,true,^ sar $,default,,s a r,CVC,s a r,True,1002
WOT-409_lightcolouredyellowishpalepartlybald-1,,WOT,409_lightcolouredyellowishpalepartlybald,sar,sar,s a r,,wot,410,false,^ sar $,default,,s a r,CVC,s a r,True,1002
H-410_wing-1,,H,410_wing,sārń,sārń,s aː r ɲ,,wot,411,true,^ sārń $,default,szárny,s aː r.ɲ,CVCC,s aː r ɲ,True,1372
EAH-410_wing-1,,EAH,410_wing,śārn,śārn,s aː r n,,wot,411,true,^ śārn $,default,,s aː r.n,CVCC,s aː r n,True,1372
WOT-410_wing-1,,WOT,410_wing,čaγrïn,čaγrïn,t͡ʃ a ɣ r ɯ n,,wot,411,false,^ čaγrïn $,default,,t͡ʃ a ɣ.r ɯ n,CVCCVC,t͡ʃ a ɣ r B n,True,1372
H-411_grocergrandhandler-1,,H,411_grocergrandhandler,såtōč,såtōč,s ɒ t oː t͡ʃ,,wot,412,true,^ såtōč $,default,szatócs,s ɒ t oː t͡ʃ,CVCVC,s B t B t͡ʃ,True,1522
OH-411_grocergrandhandler-1,,OH,411_grocergrandhandler,satōč,satōč,s a t oː t͡ʃ,,wot,412,true,^ satōč $,default,,s a t oː t͡ʃ,CVCVC,s a t B t͡ʃ,True,1522
LAH-411_grocergrandhandler-1,,LAH,411_grocergrandhandler,satiwči,satiwči,s a t i v t͡ʃ i,,wot,412,true,^ satiwči $,default,,s a t i v.t͡ʃ i,CVCVCCV,s a t F v t͡ʃ F,True,1522
EAH-411_grocergrandhandler-1,,EAH,411_grocergrandhandler,satiγči,satiγči,s a t i ɣ t͡ʃ i,,wot,412,true,^ satiγči $,default,,s a t i ɣ.t͡ʃ i,CVCVCCV,s a t F ɣ t͡ʃ F,True,1522
WOT-411_grocergrandhandler-1,,WOT,411_grocergrandhandler,satïγčï,satïγčï,s a t ɯ ɣ t͡ʃ ɯ,,wot,412,false,^ satïγčï $,default,,s a t ɯ ɣ.t͡ʃ ɯ,CVCVCCV,s a t B ɣ t͡ʃ B,True,1522
H-412_chairseatbenchthrone-1,,H,412_chairseatbenchthrone,sēk,sēk,s eː k,,wot,413,true,^ sēk $,default,szék,s eː k,CVC,s F k,True,1156
EAH-412_chairseatbenchthrone-1,,EAH,412_chairseatbenchthrone,sekü,sekü,s ɛ k y,,wot,413,true,^ sekü $,default,,s ɛ k y,CVCV,s F k F,True,1156
WOT-412_chairseatbenchthrone-1,,WOT,412_chairseatbenchthrone,säkü,säkü,s ɛ k y,,wot,413,false,^ säkü $,default,,s ɛ k y,CVCV,s F k F,True,1156
H-413_wind-1,,H,413_wind,sēl,sēl,s eː l,,wot,414,true,^ sēl $,default,szél,s eː l,CVC,s F l,True,1181
EAH-413_wind-1,,EAH,413_wind,sēl,sēl,s eː l,,wot,414,true,^ sēl $,default,,s eː l,CVC,s F l,True,1181
WOT-413_wind-1,,WOT,413_wind,śēl,śēl,s eː l,,wot,414,false,^ śēl $,default,,s eː l,CVC,s F l,True,1181
H-415_toslumbertodoze-1,,H,415_toslumbertodoze,sender,sender,s ɛ n d ɛ r,,wot,415,true,^ sender $,default,szender,s ɛ n.d ɛ r,CVCCVC,s F n d F r,True,1372
EAH-415_toslumbertodoze-1,,EAH,415_toslumbertodoze,sen,sen,s ɛ n,,wot,415,true,^ sen $,default,,s ɛ n,CVC,s F n,True,1372
WOT-415_toslumbertodoze-1,,WOT,415_toslumbertodoze,sender,sender,s ɛ n d ɛ r,,wot,415,true,^ sender $,default,,s ɛ n.d ɛ r,CVCCVC,s F n d F r,True,1372
H-415_toslumbertodoze-2,,H,415_toslumbertodoze,söndör,söndör,s ø n d ø r,,wot,416,true,^ söndör $,default,szöndör,s ø n.d ø r,CVCCVC,s F n d F r,True,1372
EAH-415_toslumbertodoze-2,,EAH,415_toslumbertodoze,sön,sön,s ø n,,wot,416,true,^ sön $,default,,s ø n,CVC,s F n,True,1372
WOT-415_toslumbertodoze-2,,WOT,415_toslumbertodoze,sön,sön,s ø n,,wot,416,true,^ sön $,default,,s ø n,CVC,s F n,True,1372
H-416_beautiful-1,,H,416_beautiful,sēp,sēp,s eː p,,wot,417,true,^ sēp $,default,szép,s eː p,CVC,s F p,True,1127
EAH-416_beautiful-1,,EAH,416_beautiful,sip,sip,s i p,,wot,417,true,^ sip $,default,,s i p,CVC,s F p,True,1127
WOT-416_beautiful-1,,WOT,416_beautiful,sip,sip,s i p,,wot,417,false,^ sip $,default,,s i p,CVC,s F p,True,1127
H-417_frecklesunspotstain-1,,H,417_frecklesunspotstain,seplȫ,seplȫ,s ɛ p l øː,,wot,418,true,^ seplȫ $,default,szeplő,s ɛ p.l øː,CVCCV,s F p l F,True,1350
EAH-417_frecklesunspotstain-1,,EAH,417_frecklesunspotstain,sepleγ,sepleγ,s ɛ p l ɛ ɣ,,wot,418,true,^ sepleγ $,default,,s ɛ p.l ɛ ɣ,CVCCVC,s F p l F ɣ,True,1350
WOT-417_frecklesunspotstain-1,,WOT,417_frecklesunspotstain,säpliγ,säpliγ,s ɛ p l i ɣ,,wot,418,true,^ säpliγ $,default,,s ɛ p.l i ɣ,CVCCVC,s F p l F ɣ,True,1350
H-418_partofavillagestreetgroupofpeoplerowlineorder-1,,H,418_partofavillagestreetgroupofpeoplerowlineorder,ser,ser,s ɛ r,,wot,419,true,^ ser $,default,szer,s ɛ r,CVC,s F r,True,1015
EAH-418_partofavillagestreetgroupofpeoplerowlineorder-1,,EAH,418_partofavillagestreetgroupofpeoplerowlineorder,śer,śer,s ɛ r,,wot,419,true,^ śer $,default,,s ɛ r,CVC,s F r,True,1015
WOT-418_partofavillagestreetgroupofpeoplerowlineorder-1,,WOT,418_partofavillagestreetgroupofpeoplerowlineorder,čer,čer,t͡ʃ ɛ r,,wot,419,false,^ čer $,default,,t͡ʃ ɛ r,CVC,t͡ʃ F r,True,1015
H-419_threshingfloorround-1,,H,419_threshingfloorround,sērǖ,sērǖ,s eː r yː,,wot,420,true,^ sērǖ $,default,szérű,s eː r yː,CVCV,s F r F,True,1015
EAH-419_threshingfloorround-1,,EAH,419_threshingfloorround,sürüγ,sürüγ,s y r y ɣ,,wot,420,true,^ sürüγ $,default,,s y r y ɣ,CVCVC,s F r F ɣ,True,1015
WOT-419_threshingfloorround-1,,WOT,419_threshingfloorround,čürüγ,čürüγ,t͡ʃ y r y ɣ,,wot,420,false,^ čürüγ $,default,,t͡ʃ y r y ɣ,CVCVC,t͡ʃ F r F ɣ,True,1015
H-420_fumesvapourspiritsalcoholhumours-1,,H,420_fumesvapourspiritsalcoholhumours,ses,ses,s ɛ s,,wot,421,true,^ ses $,default,szesz,s ɛ s,CVC,s F s,True,1531
EAH-420_fumesvapourspiritsalcoholhumours-1,,EAH,420_fumesvapourspiritsalcoholhumours,sis,sis,s i s,,wot,421,true,^ sis $,default,,s i s,CVC,s F s,True,1531
WOT-420_fumesvapourspiritsalcoholhumours-1,,WOT,420_fumesvapourspiritsalcoholhumours,sis,sis,s i s,,wot,421,false,^ sis $,default,,s i s,CVC,s F s,True,1531
H-421_colourfaceexternalappearancethebestpartofsomethingtheupperpartofsomething-1,,H,421_colourfaceexternalappearancethebestpartofsomethingtheupperpartofsomething,sīn,sīn,s iː n,,wot,422,true,^ sīn $,default,szín,s iː n,CVC,s F n,True,1116
EAH-421_colourfaceexternalappearancethebestpartofsomethingtheupperpartofsomething-1,,EAH,421_colourfaceexternalappearancethebestpartofsomethingtheupperpartofsomething,sin,sin,s i n,,wot,422,true,^ sin $,default,,s i n,CVC,s F n,True,1116
WOT-421_colourfaceexternalappearancethebestpartofsomethingtheupperpartofsomething-1,,WOT,421_colourfaceexternalappearancethebestpartofsomethingtheupperpartofsomething,sin,sin,s i n,,wot,422,true,^ sin $,default,,s i n,CVC,s F n,True,1116
H-423_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-1,,H,423_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow,siroń,siroń,s i r o ɲ,,wot,423,true,^ siroń $,default,szirony,s i r o ɲ,CVCVC,s F r B ɲ,False,1138
OH-423_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-1,,OH,423_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow,siron,siron,s i r o n,,wot,423,true,^ siron $,default,,s i r o n,CVCVC,s F r B n,False,1138
LAH-423_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-1,,LAH,423_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow,sirum,sirum,s i r u m,,wot,423,true,^ sirum $,default,,s i r u m,CVCVC,s F r B m,False,1138
EAH-423_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-1,,EAH,423_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow,siyrum,siyrum,s i j r u m,,wot,423,true,^ siyrum $,default,,s i j.r u m,CVCCVC,s F j r B m,False,1138
WOT-423_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-1,,WOT,423_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow,sïyrum,sïyrum,s ɯ j r u m,,wot,423,false,^ sïyrum $,default,,s ɯ j.r u m,CVCCVC,s B j r B m,True,1138
